video_trending_country,channel_title,channel_custom_url,video_category_id,trending_appearances,total_views,total_videos,channel_subscribers,channel_view_count,rank
Laos,ISSEI / いっせい,@issei0806,Entertainment,392,1481808365,21,64200000,51064276600,7
Laos,กาย หงิด,@guyngid,Gaming,355,53898944,96,6530000,2535344959,8
Laos,OPZ TV,@opztv,Gaming,355,28084962,109,2650000,1687454523,9
Laos,TOR Torpedo,@tortorpedo702,Gaming,355,22345399,140,5610000,4609206594,10
Latvia,MrBeast,@mrbeast,Entertainment,651,4424345211,31,415000000,90957106039,1
Latvia,BalcevMMA_BOXING,@balcevmma_boxing,Sports,562,205325561,27,2660000,3764899885,2
Latvia,Brawl Stars,@brawlstars,Gaming,530,426956214,46,25700000,4873772550,3
Latvia,ГЛЕНТ,@glentyoutube,Gaming,514,92928909,69,24900000,6014206779,4
Latvia,ExileShow,@exileshow,Entertainment,509,109095822,23,5640000,1037711494,5
Latvia,вДудь,@vdud,People & Blogs,494,72588037,21,10300000,2356904850,6
Latvia,БЕЗУМНЫЙ СПОРТ,@bezumnii_sport,Sports,464,159829297,22,889000,1008713696,7
Latvia,ISSEI / いっせい,@issei0806,Entertainment,417,1285346963,21,64300000,51180876097,8
Latvia,Дима Масленников,@pognalishow,Entertainment,374,104283463,17,19000000,3037885816,9
Latvia,ИЛЬДАР АВТО-ПОДБОР,@ildarauto,Autos & Vehicles,356,52534856,19,5530000,1822867417,10
Lebanon,مستر جيجي Mr GG,@mr_gg,Gaming,1050,77949753,122,5740000,2326745964,1
Lebanon,رانيا كيمنك Rania Gaming,@rania_gaming,Gaming,874,59455594,82,5250000,2315377701,2
Lebanon,تجارب اسراء - Esraa Nabil,@esraanabil2,People & Blogs,698,51455123,24,3880000,675892554,3
Lebanon,مصطفى GAME OVER,@mustafago,Gaming,695,85270850,178,12900000,4673324075,4
Lebanon,Brawl Stars,@brawlstars,Gaming,687,507069971,61,25700000,4873772550,5
Lebanon,صالح - oPiiLz,@opiilz,Entertainment,677,63100853,63,10300000,3092856243,6
Lebanon,beIN SPORTS,@beinsports,Sports,644,193790376,55,14300000,2333225728,7
Lebanon,Narins Beauty,@narobeauty,Entertainment,423,68391504,14,16500000,2663431497,8
Lebanon,BanderitaX,@banderitax,Gaming,407,35198437,24,20900000,6747936190,9
Lebanon,MrBeast,@mrbeast,Entertainment,399,1800360561,14,415000000,90957106039,10
Libya,مستر جيجي Mr GG,@mr_gg,Gaming,1031,93947488,166,5740000,2326745964,1
Libya,رانيا كيمنك Rania Gaming,@rania_gaming,Gaming,878,73537984,116,5250000,2308965071,2
Libya,تجارب اسراء - Esraa Nabil,@esraanabil2,People & Blogs,698,51455123,24,3880000,675892554,3
Libya,مصطفى GAME OVER,@mustafago,Gaming,691,85041843,177,12900000,4673324075,4
Libya,صالح - oPiiLz,@opiilz,Entertainment,669,65231555,71,10300000,3091471406,5
Libya,عصام صاصا - Essam Saasa,@esamsassa,Music,668,94716038,33,5800000,2536652472,6
Libya,beIN SPORTS,@beinsports,Sports,644,195443491,57,14300000,2333986858,7
Libya,The wonder roby (‫روبي الخارقه‬‎),@thewonderroby,Film & Animation,566,21487594,22,1290000,518637330,8
Libya,Brawl Stars,@brawlstars,Gaming,530,463180944,62,25700000,4873772550,9
Libya,Didine Canon 16,@didinecanon16.officiel,Music,476,87102352,26,7980000,2464097668,10
Liechtenstein,2TONoffical,@2tonoffical,Music,533,76051922,21,813000,2039414997,1
Liechtenstein,SQUEEZIE,@squeezie,Entertainment,494,170901712,25,20200000,11895507313,2
Liechtenstein,Brawl Stars,@brawlstars,Gaming,457,414659705,48,25700000,4873772550,3
Liechtenstein,MrBeast,@mrbeast,Entertainment,433,3360927833,22,415000000,90957106039,4
Liechtenstein,Dafina Zeqiri,@dafina.zeqiri,Music,404,84478124,15,676000,1559445340,5
Liechtenstein,Red Bull,@redbull,Sports,395,700701810,23,24000000,19456483511,6
Liechtenstein,BastiGHG,@bastighg,Gaming,355,51530569,97,2320000,1186812101,7
Liechtenstein,Standart Skill,@standartskill,Gaming,355,48308823,198,3790000,2333859014,8
Liechtenstein,Thebausffs,@thebausffs,Gaming,355,43953238,96,1090000,658491779,9
Liechtenstein,LUCREW,@lucrew,Entertainment,355,37148738,117,1510000,758942293,10
Lithuania,MrBeast,@mrbeast,Entertainment,620,4342031106,30,415000000,90957106039,1
Lithuania,Brawl Stars,@brawlstars,Gaming,542,452402425,50,25700000,4873772550,2
Lithuania,Jovani,@djjovani,Music,453,5769733,18,160000,280474068,3
Lithuania,ISSEI / いっせい,@issei0806,Entertainment,416,1348996917,23,64300000,51180876097,4
Lithuania,Edvisss,@edvisss,Gaming,415,3584374,124,197000,213733998,5
Lithuania,Victoria Pfeifer,@victoriapfeifer,Comedy,389,565848913,20,4540000,5915840130,6
Lithuania,BalcevMMA_BOXING,@balcevmma_boxing,Sports,385,156137193,18,2660000,3764899885,7
Lithuania,ГЛЕНТ,@glentyoutube,Gaming,384,58878011,59,24900000,6014206779,8
Lithuania,CaylusBlox,@caylusblox,Gaming,362,193012700,79,10700000,3367074935,9
Lithuania,Red Bull,@redbull,Sports,359,714435827,19,24000000,19456483511,10
Luxembourg,MrBeast,@mrbeast,Entertainment,831,5484296768,40,415000000,90957106039,1
Luxembourg,Celine Dept,@celinedept,Sports,774,2131155726,43,50400000,41625418829,2
Luxembourg,SQUEEZIE,@squeezie,Entertainment,753,188887795,27,20200000,11895507313,3
Luxembourg,Brawl Stars,@brawlstars,Gaming,735,447504927,44,25700000,4873772550,4
Luxembourg,JOYCA,@joyca,Entertainment,622,68844038,20,6660000,1757512782,5
Luxembourg,MoreSidemen,@moresidemen,People & Blogs,602,135583563,22,9710000,6124721296,6
Luxembourg,LastWeekTonight,@lastweektonight,Entertainment,601,128200292,24,9920000,4347824336,7
Luxembourg,ISSEI / いっせい,@issei0806,Entertainment,579,1657526183,21,62900000,49592466779,8
Luxembourg,The Daily Show,@thedailyshow,Comedy,575,192803495,28,12800000,7544179080,9
Luxembourg,Mastu,@mastu,Comedy,554,60330486,17,6690000,1158596337,10
Malaysia,Release - Topic,,Music,915,39016298,107,4370,5813534,1
Malaysia,MPL Malaysia,@mpl-malaysia,Gaming,447,80431744,102,409000,228539837,2
Malaysia,ISSEI / いっせい,@issei0806,Entertainment,390,1839030347,29,62500000,49022238799,3
Malaysia,Stokes Twins,@stokestwins,People & Blogs,383,2070127654,18,128000000,24217640536,4
Malaysia,MrBeast,@mrbeast,Entertainment,357,2891243314,19,415000000,90814739223,5
Malaysia,Tyler & Snowi,@tylerandsnowi,Gaming,355,131465822,131,6140000,4025064170,6
Malaysia,Windah Basudara,@windahbasudara,Gaming,355,121257759,100,20100000,5580592209,7
Malaysia,MiawAug,@miawaug,Gaming,355,73879088,105,25700000,8446878683,8
Malaysia,BANGJBLOX,@bangjblox,Gaming,355,47175072,127,5470000,2759588501,9
Malaysia,Soloz,@solozclub,Gaming,355,14619732,164,1920000,654494075,10
Malta,MoreSidemen,@moresidemen,People & Blogs,997,239797282,42,9730000,6179845271,1
Malta,MrBeast,@mrbeast,Entertainment,815,4961253518,37,415000000,90957106039,2
Malta,Sidemen,@sidemen,Entertainment,715,227442858,25,22400000,7137352416,3
Malta,The Royalty Family,@royaltyfam,People & Blogs,668,286210351,23,31300000,10810181102,4
Malta,Zack D. Films,@zackdfilms,Travel & Events,619,783386282,23,22300000,43023283938,5
Malta,Jordan Matter,@jordanmatter,Entertainment,611,357260173,22,30800000,11563444862,6
Malta,MiniMoochi,@minimoochi,Entertainment,542,416277146,21,6580000,11036430723,7
Malta,Celine Dept,@celinedept,Sports,511,1287369822,20,50400000,41625418829,8
Malta,Lionfield,@lionfield,Comedy,426,490407932,17,14600000,20167138762,9
Malta,im_siowei,@im_siowei,Comedy,384,315706765,13,17500000,18590943134,10
Mexico,Fede Vigevani,@fedevigevani,Entertainment,644,417075640,38,73000000,24854360755,1
Mexico,TUDN México,@tudnmexico,Sports,537,79194443,54,5490000,3835175686,2
Mexico,HYBE LABELS,@hybelabels,Music,468,647773197,105,81900000,47054602165,3
Mexico,Brawl Stars,@brawlstars,Gaming,451,459580637,71,25700000,4873772550,4
Mexico,Chuy Mine,@chuymine,Gaming,419,113440375,318,6140000,2550071003,5
Mexico,Luisito Comunica,@luisitocomunica,Entertainment,398,154935763,21,44900000,10926415703,6
Mexico,Rubius Z,@elrubius,Gaming,392,239277780,162,14600000,3644621239,7
Mexico,Nacho,@nacho-minecraft,Gaming,391,151911666,179,7700000,2205251752,8
Mexico,MrBeast,@mrbeast,Entertainment,380,1969047084,18,415000000,90957106039,9
Mexico,RDjavi,@rdjaviii,Gaming,371,92362884,50,6330000,1002532658,10
Moldova,Dani Mocanu © Oficial,@danimocanuoficial,Music,510,130426610,19,4510000,3458542710,1
Moldova,ГЛЕНТ,@glentyoutube,Gaming,489,92101826,75,24900000,6014206779,2
Moldova,MrBeast,@mrbeast,Entertainment,460,3659819263,23,415000000,90957106039,3
Moldova,Brawl Stars,@brawlstars,Gaming,446,395359480,44,25700000,4873772550,4
Moldova,A4,@a4a4a4a4,Entertainment,419,576839732,20,86200000,34402423997,5
Moldova,i_roblox_queen,@i_roblox_queen725,Gaming,393,187342781,48,10900000,5496294998,6
Moldova,Magnat & Feoctist,@magnatfeoctist,Music,385,10015998,13,173000,184699333,7
Moldova,Stokes Twins,@stokestwins,People & Blogs,384,2008343664,16,128000000,24217640536,8
Moldova,БЕЗУМНЫЙ СПОРТ,@bezumnii_sport,Sports,379,148793887,21,889000,1008713696,9
Moldova,MrBeast Gaming,@mrbeastgaming,Gaming,355,548820719,24,58300000,11312421126,10
Montenegro,MrBeast,@mrbeast,Entertainment,588,3921023118,25,415000000,90957106039,1
Montenegro,Brawl Stars,@brawlstars,Gaming,529,450295145,46,25700000,4873772550,2
Montenegro,ISSEI / いっせい,@issei0806,Entertainment,497,1654903874,23,64300000,51180876097,3
Montenegro,Celine Dept,@celinedept,Sports,492,1531759136,30,50400000,41625418829,4
Montenegro,Crni Cerak TV,@crnicerak.darkside,Music,482,21045565,20,295000,380892961,5
Montenegro,Generacija Zed,@generacijazed,Music,464,36121940,19,1090000,2360019307,6
Montenegro,MADE IN BLKN,@madeinblknrecords,Music,449,26266932,17,321000,708843152,7
Montenegro,KingsOfFailsShow,@kofs,Gaming,430,14217485,80,1560000,939917670,8
Montenegro,IMPERIA,@bubacorellijalabratofficial,Music,424,106505803,20,2090000,5596285752,9
Montenegro,Imperator FX,@imperatorfx,Gaming,412,9325777,154,1910000,1546499093,10
Morocco,مستر جيجي Mr GG,@mr_gg,Gaming,907,81799093,156,5740000,2326509274,1
Morocco,رانيا كيمنك Rania Gaming,@rania_gaming,Gaming,753,57322323,93,5250000,2304706289,2
Morocco,beIN SPORTS,@beinsports,Sports,679,196859412,61,14300000,2333986858,3
Morocco,تجارب اسراء - Esraa Nabil,@esraanabil2,People & Blogs,676,51218029,24,3880000,675892554,4
Morocco,مصطفى GAME OVER,@mustafago,Gaming,650,84128842,179,12900000,4673324075,5
Morocco,صالح - oPiiLz,@opiilz,Entertainment,604,62764371,71,10300000,3090001773,6
Morocco,Brawl Stars,@brawlstars,Gaming,450,421547873,62,25700000,4873772550,7
Morocco,Peace Cake,@peacecake,Comedy,435,17866689,15,2740000,838232296,8
Morocco,The wonder roby (‫روبي الخارقه‬‎),@thewonderroby,Film & Animation,420,17769294,17,1290000,518637330,9
Morocco,Narins Beauty,@narobeauty,Entertainment,419,68328729,14,16500000,2663431497,10
Nepal,B4U Bhojpuri,@b4ubhojpuri-,Film & Animation,542,348370684,39,13400000,6497163558,1
Nepal,T-Series,@tseries,Music,429,964165381,56,313000000,348663253146,2
Nepal,Tonde Gamer,@tondegamer,Gaming,367,74112763,78,19300000,6210849620,3
Nepal,OSR Digital,@osrdigital,Film & Animation,360,68251749,35,10600000,6000911658,4
Nepal,Carry Depie,@carrydepie,Gaming,355,199195340,145,4530000,2300090785,5
Nepal,Karry Kraft,@carrydepiegg,Gaming,355,113440429,121,1510000,643807553,6
Nepal,SATVIK,@satvik,Gaming,355,99317118,84,13300000,4935161545,7
Nepal,Junkeyy,@junkeyy,Gaming,355,90585474,84,3380000,956517993,8
Nepal,Tyro Gaming,@tyro_gaming,Gaming,355,71431062,35,2480000,1870792315,9
Nepal,Shivang Mini,@shivangmini,Gaming,355,59555456,160,1820000,763384818,10
Netherlands,Bankzitters,@bankzitters,Entertainment,548,63971628,52,1320000,1273524549,1
Netherlands,MeisjeDjamila,@meisjedjamila,People & Blogs,508,9246247,77,1810000,1409954307,2
Netherlands,MrBeast,@mrbeast,Entertainment,438,3746080634,28,415000000,90957106039,3
Netherlands,Brawl Stars,@brawlstars,Gaming,403,407758675,49,25700000,4873772550,4
Netherlands,Alex Klein,@alexklein1,Gaming,399,8474012,126,918000,478486686,5
Netherlands,MICK 2,@mickvanyoutube2,Entertainment,368,8591271,206,393000,202429155,6
Netherlands,GIEL,@giel1,Entertainment,355,6694758,183,452000,178270058,7
Netherlands,MrLololoshka (Роман Фильченков),@mrlololoshka,Gaming,354,116137724,148,11400000,5618592995,8
Netherlands,Dutchtuber,@dutchtuber,Gaming,354,12209293,184,1390000,1143842281,9
Netherlands,Foltyn,@foltynfamily,Gaming,353,216216080,162,12300000,4206223213,10
New Zealand,MoreSidemen,@moresidemen,People & Blogs,626,214727899,45,9730000,6179845271,1
New Zealand,MrBeast,@mrbeast,Entertainment,462,3247785282,24,415000000,90957106039,2
New Zealand,Red Bull,@redbull,Sports,399,659855741,20,24000000,19456483511,3
New Zealand,CaylusBlox,@caylusblox,Gaming,395,246734345,122,10800000,3378498070,4
New Zealand,KreekCraft,@kreekcraft,Gaming,380,106221783,88,17100000,7437418619,5
New Zealand,Mark Rober,@markrober,Science & Technology,364,840539517,17,69800000,13331404252,6
New Zealand,Netflix,@netflix,Entertainment,356,209380319,42,33500000,11329778322,7
New Zealand,Foltyn,@foltynfamily,Gaming,355,195693589,129,12300000,4206223213,8
New Zealand,SMii7Y,@smii7y,Gaming,355,147058084,82,8840000,3708103587,9
New Zealand,Flamingo,@flamingo,Gaming,355,120499211,109,14600000,12640249094,10
Nicaragua,Fede Vigevani,@fedevigevani,Entertainment,859,436064542,38,73600000,25384913225,1
Nicaragua,Brawl Stars,@brawlstars,Gaming,795,581397830,67,25700000,4873772550,2
Nicaragua,RDjavi,@rdjaviii,Gaming,681,122030987,51,6340000,1002532658,3
Nicaragua,HYBE LABELS,@hybelabels,Music,605,572613232,31,81900000,47054602165,4
Nicaragua,Luisito Comunica,@luisitocomunica,Entertainment,603,165574914,21,44900000,10926415703,5
Nicaragua,MrBeast,@mrbeast,Entertainment,575,2233725083,19,415000000,90957106039,6
Nicaragua,FedeGames,@fedegames7,Gaming,527,154059678,29,5890000,538477605,7
Nicaragua,Juan De Dios Pantoja,@juandediospantojaa,People & Blogs,514,110212124,16,51600000,7782133656,8
Nicaragua,Rubius Z,@elrubius,Gaming,505,247022978,158,14600000,3644621239,9
Nicaragua,ESPN Fans,@espnfans,Sports,475,106054437,27,8010000,6227885047,10
Nigeria,NollyFamily tv,@nollyfamilytv,Entertainment,594,34864025,23,1430000,305945820,1
Nigeria,Omoni Oboli TV,@omoniobolitv,Entertainment,577,62444087,23,1320000,271356023,2
Nigeria,Yorubaplus,@yorubaplus,Entertainment,550,16852705,62,1550000,381754502,3
Nigeria,APATATV+,@apatatvplus,Entertainment,523,12870376,66,2610000,483599278,4
Nigeria,Release - Topic,,Music,504,10685330,44,760,5988653,5
Nigeria,IBAKATV,@ibakatv1,Entertainment,396,16550585,24,1400000,41248320,6
Nigeria,Isbae U,@isbae_u,People & Blogs,393,11792221,21,655000,91841381,7
Nigeria,LibraTv,@libratv,Film & Animation,376,11335520,17,820000,104231993,8
Nigeria,Uche Nancy tv,@uchenancytv,People & Blogs,373,22747130,15,2020000,422241949,9
Nigeria,official BRODA SHAGGI,@brodashaggi,Comedy,371,7600179,16,2110000,372542063,10
North Macedonia,2TONoffical,@2tonoffical,Music,683,84772206,23,813000,2039414997,1
North Macedonia,MrBeast,@mrbeast,Entertainment,650,4550048493,31,415000000,90957106039,2
North Macedonia,Celine Dept,@celinedept,Sports,537,1529031723,30,50400000,41625418829,3
North Macedonia,CRAZY GREAPA,@crazygreapa,Entertainment,471,1361017420,24,27600000,26544025562,4
North Macedonia,ISSEI / いっせい,@issei0806,Entertainment,468,1539148887,20,64300000,51180876097,5
North Macedonia,Brawl Stars,@brawlstars,Gaming,437,364632745,37,25700000,4873772550,6
North Macedonia,Andrey Grechka,@andrey.grechka,Entertainment,416,1215993082,27,25500000,26072716528,7
North Macedonia,Stokes Twins,@stokestwins,People & Blogs,407,2067732677,15,128000000,24217640536,8
North Macedonia,Dafina Zeqiri,@dafina.zeqiri,Music,401,84240788,13,676000,1559445340,9
North Macedonia,BEN EAGLE,@beneagleofficial,Entertainment,397,1083137514,18,44800000,29620919948,10
Norway,MoreSidemen,@moresidemen,People & Blogs,633,216923061,46,9730000,6179845271,1
Norway,MrBeast,@mrbeast,Entertainment,619,3918842944,28,415000000,90957106039,2
Norway,Red Bull,@redbull,Sports,450,766404124,25,24000000,19456483511,3
Norway,IShowSpeed,@ishowspeed,Gaming,448,484324608,36,57100000,9237303908,4
Norway,Mark Rober,@markrober,Science & Technology,427,883445722,18,69800000,13347464957,5
Norway,Brawl Stars,@brawlstars,Gaming,408,357147317,44,25700000,4873772550,6
Norway,CaylusBlox,@caylusblox,Gaming,397,233621078,114,10800000,3378498070,7
Norway,Victoria Pfeifer,@victoriapfeifer,Comedy,389,531460839,20,4540000,5915840130,8
Norway,KreekCraft,@kreekcraft,Gaming,376,117821521,96,17200000,7469102841,9
Norway,Foltyn,@foltynfamily,Gaming,355,182513279,118,12300000,4206223213,10
Oman,مستر جيجي Mr GG,@mr_gg,Gaming,999,69481272,101,5740000,2326745964,1
Oman,رانيا كيمنك Rania Gaming,@rania_gaming,Gaming,839,52065894,63,5250000,2315377701,2
Oman,صالح - oPiiLz,@opiilz,Entertainment,744,67284060,71,10300000,3092856243,3
Oman,تجارب اسراء - Esraa Nabil,@esraanabil2,People & Blogs,697,51043934,23,3880000,675892554,4
Oman,مصطفى GAME OVER,@mustafago,Gaming,691,83278079,170,12900000,4673324075,5
Oman,Brawl Stars,@brawlstars,Gaming,690,504315918,59,25700000,4873772550,6
Oman,beIN SPORTS,@beinsports,Sports,655,195490202,58,14300000,2333986858,7
Oman,Nasser HD,@nasser_hd,Gaming,577,28393544,46,1700000,413378992,8
Oman,The wonder roby (‫روبي الخارقه‬‎),@thewonderroby,Film & Animation,566,21487594,22,1290000,518637330,9
Oman,BanderitaX,@banderitax,Gaming,522,60807375,63,20900000,6747936190,10
Pakistan,HUM TV,@humtv,Entertainment,501,684752688,43,54200000,52155087453,1
Pakistan,ARY Digital HD,@arydigitalasia,Entertainment,474,505582848,37,68100000,76412513238,2
Pakistan,HAR PAL GEO,@harpalgeoofficial,Entertainment,431,468953113,38,73500000,83431592029,3
Pakistan,Green TV Entertainment,@greenentertainmenttv,Entertainment,372,250775577,35,15200000,11234820516,4
Pakistan,T-Series,@tseries,Music,361,949201055,53,313000000,348663253146,5
Pakistan,Carry Depie,@carrydepie,Gaming,355,209066254,157,4530000,2300090785,6
Pakistan,Karry Kraft,@carrydepiegg,Gaming,355,115184789,128,1510000,643807553,7
Pakistan,Live Insaan,@liveinsaan,Gaming,355,114536678,59,15100000,4087115575,8
Pakistan,SATVIK,@satvik,Gaming,355,106926552,97,13300000,4935161545,9
Pakistan,Junkeyy,@junkeyy,Gaming,355,95885835,93,3380000,956517993,10
Panama,Fede Vigevani,@fedevigevani,Entertainment,870,436064542,38,73600000,25384913225,1
Panama,Brawl Stars,@brawlstars,Gaming,747,511094757,55,25700000,4873772550,2
Panama,RDjavi,@rdjaviii,Gaming,681,122030987,51,6340000,1002532658,3
Panama,HYBE LABELS,@hybelabels,Music,624,565695446,33,81900000,47054602165,4
Panama,Luisito Comunica,@luisitocomunica,Entertainment,603,165574988,21,44900000,10926415703,5
Panama,MrBeast,@mrbeast,Entertainment,575,2233725083,19,415000000,90957106039,6
Panama,ESPN Fans,@espnfans,Sports,558,112876972,31,8010000,6227885047,7
Panama,FedeGames,@fedegames7,Gaming,528,150610048,26,5890000,538477605,8
Panama,Juan De Dios Pantoja,@juandediospantojaa,People & Blogs,514,110212124,16,51600000,7782133656,9
Panama,Rubius Z,@elrubius,Gaming,506,249222832,161,14600000,3644621239,10
Papua New Guinea,Foltyn,@foltynfamily,Gaming,386,251477609,286,12300000,4206223213,1
Papua New Guinea,CaylusBlox,@caylusblox,Gaming,367,320018247,319,10800000,3378498070,2
Papua New Guinea,CaseOh,@caseoh_,Gaming,354,121517126,331,10700000,2397006432,3
Papua New Guinea,Cash,@cashminecraft,Entertainment,348,101563061,289,11300000,3672046981,4
Papua New Guinea,NFL,@nfl,Sports,346,251233532,67,14500000,12079698554,5
Papua New Guinea,Techy Plays,@techy-plays,Gaming,346,61059447,329,4870000,1010066163,6
Papua New Guinea,Johnny Minecraft,@johnnyminecraftyt,Gaming,331,40989367,329,4720000,961341919,7
Papua New Guinea,Netflix,@netflix,Entertainment,317,291473503,136,33500000,11329778322,8
Papua New Guinea,Aphmau,@aphmau,Gaming,316,112583840,303,25100000,29761904476,9
Papua New Guinea,Flamingo,@flamingo,Gaming,315,139084337,147,14600000,12640249094,10
Paraguay,Fede Vigevani,@fedevigevani,Entertainment,821,430366108,38,73200000,25023353669,1
Paraguay,ESPN Fans,@espnfans,Sports,736,155433971,64,8010000,6227885047,2
Paraguay,Brawl Stars,@brawlstars,Gaming,717,525387300,62,25700000,4873772550,3
Paraguay,HYBE LABELS,@hybelabels,Music,661,673408535,40,81900000,47054602165,4
Paraguay,Luisito Comunica,@luisitocomunica,Entertainment,603,165574988,21,44900000,10926415703,5
Paraguay,RDjavi,@rdjaviii,Gaming,577,118028149,51,6340000,1002532658,6
Paraguay,MrBeast,@mrbeast,Entertainment,575,2233725083,19,415000000,90957106039,7
Paraguay,Spreen,@spreen,Gaming,518,32861724,28,8340000,2132901332,8
Paraguay,Juan De Dios Pantoja,@juandediospantojaa,People & Blogs,514,110212124,16,51600000,7782133656,9
Paraguay,Rubius Z,@elrubius,Gaming,506,248723452,161,14600000,3644621239,10
Peru,Fede Vigevani,@fedevigevani,Entertainment,721,422157965,38,73000000,24854360755,1
Peru,ESPN Fans,@espnfans,Sports,591,151579275,66,8010000,6227885047,2
Peru,HYBE LABELS,@hybelabels,Music,570,717960088,100,81900000,47054602165,3
Peru,Brawl Stars,@brawlstars,Gaming,547,482999355,71,25700000,4873772550,4
Peru,Luisito Comunica,@luisitocomunica,Entertainment,468,159760145,21,44900000,10926415703,5
Peru,MrBeast,@mrbeast,Entertainment,447,2042487691,18,415000000,90957106039,6
Peru,Más SKabeche,@masskabeche,Entertainment,434,37568500,20,13600000,3810258411,7
Peru,Chuy Mine,@chuymine,Gaming,433,122686703,312,6140000,2550071003,8
Peru,Rubius Z,@elrubius,Gaming,416,240439491,161,14600000,3644621239,9
Peru,Nacho,@nacho-minecraft,Gaming,398,152335966,179,7700000,2205251752,10
Philippines,MPL Philippines,@mplphilippines,Gaming,511,127920212,125,2470000,711986419,1
Philippines,CaylusBlox,@caylusblox,Gaming,362,208845257,125,10700000,3367074935,2
Philippines,Foltyn,@foltynfamily,Gaming,355,216918156,156,12300000,4206223213,3
Philippines,Tyler & Snowi,@tylerandsnowi,Gaming,355,138159117,146,6140000,4025064170,4
Philippines,PlayofEL,@playofel,Gaming,355,33369066,92,3560000,2233735489,5
Philippines,HYBE LABELS,@hybelabels,Music,354,579773802,53,81900000,47054602165,6
Philippines,Aphmau,@aphmau,Gaming,354,98646821,137,25100000,29761904476,7
Philippines,Chesca_YT,@chesca_yt,People & Blogs,354,14329560,85,809000,226238398,8
Philippines,ItsFunneh,@itsfunneh,Gaming,352,72392848,128,12100000,15926826181,9
Philippines,LazySly,@lazysly,Gaming,351,26395156,138,1790000,385782927,10
Poland,Admiros,@admiros,Gaming,448,17463282,135,2710000,956967612,1
Poland,Jacob,@jacobnajlepszy,Gaming,442,26229660,111,2100000,1044974503,2
Poland,SmileSlow,@smileslow,Gaming,412,15239344,157,2390000,859839248,3
Poland,Enzzi,@enzzigaming,Gaming,380,15064414,146,1580000,663896281,4
Poland,YOUNG MULTI LIVE,@youngmultilive,Entertainment,372,13932331,108,1140000,604609828,5
Poland,izak LIVE,@izaklive,Gaming,358,17174417,158,2170000,926248336,6
Poland,Wojan Games,@wojangames,Gaming,355,63330778,240,2850000,1989708593,7
Poland,Wojan PLUS,@wojanplus,Gaming,355,47142596,226,1760000,1300265802,8
Poland,Kaluch,@kaluchyt,Gaming,355,20178311,156,2710000,1435142440,9
Poland,Palion Games Plus,@paliongamesplus,Gaming,355,19429027,241,1130000,614603550,10
Portugal,MrBeast,@mrbeast,Entertainment,479,3365854892,21,415000000,90957106039,1
Portugal,Neagle,@neagle,Entertainment,466,150659952,25,17200000,3699313448,2
Portugal,Brawl Stars,@brawlstars,Gaming,446,383949311,45,25700000,4873772550,3
Portugal,ProbIems,@problemsyt,Gaming,437,153546256,192,12300000,9747995334,4
Portugal,Natan por Aí,@natanporai,Entertainment,414,174828361,18,31100000,19118640733,5
Portugal,Stokes Twins,@stokestwins,People & Blogs,372,1992760395,15,128000000,24217640536,6
Portugal,Celine Dept,@celinedept,Sports,368,1222779673,20,50400000,41625418829,7
Portugal,Flakes Power,@flakespower,Gaming,363,34283710,98,7450000,1712081678,8
Portugal,Jazzghost,@jazzghost,Gaming,355,267557692,145,24200000,11206029767,9
Portugal,Canal Clash War,@luanclashwar,Gaming,355,112301755,178,15000000,3297191880,10
Puerto Rico,Fede Vigevani,@fedevigevani,Entertainment,870,436064542,38,73600000,25384913225,1
Puerto Rico,Brawl Stars,@brawlstars,Gaming,809,570505195,65,25700000,4873772550,2
Puerto Rico,RDjavi,@rdjaviii,Gaming,681,122031016,51,6340000,1002532658,3
Puerto Rico,Luisito Comunica,@luisitocomunica,Entertainment,583,161144055,20,44900000,10926415703,4
Puerto Rico,MrBeast,@mrbeast,Entertainment,575,2233725083,19,415000000,90957106039,5
Puerto Rico,HYBE LABELS,@hybelabels,Music,563,535712529,27,81900000,47054602165,6
Puerto Rico,Rubius Z,@elrubius,Gaming,506,246948871,158,14600000,3644621239,7
Puerto Rico,FedeGames,@fedegames7,Gaming,493,144817223,25,5890000,538477605,8
Puerto Rico,Juan De Dios Pantoja,@juandediospantojaa,People & Blogs,433,100883139,13,51600000,7782133656,9
Puerto Rico,Alejo Igoa,@alejoigoa,Entertainment,429,166566957,13,116000000,34977166875,10
Qatar,صالح - oPiiLz,@opiilz,Entertainment,706,62383525,59,10300000,3092856243,1
Qatar,beIN SPORTS,@beinsports,Sports,594,194715229,57,14300000,2330683597,2
Qatar,T-Series,@tseries,Music,562,1348232417,48,313000000,348663253146,3
Qatar,Brawl Stars,@brawlstars,Gaming,554,383167472,42,25700000,4873772550,4
Qatar,تجارب اسراء - Esraa Nabil,@esraanabil2,People & Blogs,541,40184987,18,3880000,675892554,5
Qatar,BanderitaX,@banderitax,Gaming,431,38208242,27,20900000,6747936190,6
Qatar,Narins Beauty,@narobeauty,Entertainment,423,68391506,14,16500000,2663431497,7
Qatar,MrBeast,@mrbeast,Entertainment,399,1800360561,14,415000000,90957106039,8
Qatar,RAED,@raed.1,Gaming,392,39727654,14,2670000,269743296,9
Qatar,قناة سعود Saud Channel l,@saudchannel4,Entertainment,389,30439369,15,11900000,2797940792,10
Romania,Tzanca Uraganu,@tzancauraganuofficial,Music,796,133091338,36,1760000,2204343875,1
Romania,Bogdan DLP,@bogdandlp,Music,773,167274812,29,1930000,2117215348,2
